"","productID","title","price","userID","profileName","helpfulness","score","time","summary","text","apisummaryType","apitextType","apisummaryScore","apitextScore"
"11","B0002QF1LK","Quaker Honey Graham Oh's 10.5 oz - (6 pack)",26.82,"A1OXZYOV52DNGL","Callahan Score",0,5,2012-01-28 19:00:00,"Oh where Oh where have my Oh's gone?","I was really distraught to go to my local Walmart and see that they stopped carrying my favorite cereal. But as was elated to find that ""the site who has everything including a church"" made it available to me by the 6-pack. Oh's is an amazing cereal. The one thing i dont like is the box is so small. I get maybe 3 bowls out of the entire box:-(.","negative","negative","-0.853128","-0.0681391"
"12","B0002QF1LK","Quaker Honey Graham Oh's 10.5 oz - (6 pack)",26.82,"A2APHQA8UQTV0","Marija",0,3,2009-02-21 19:00:00,"Like fruit loops but much sweeter","I tried these on a whim several weeks ago to offset the amount of chocolate I had eaten that week. It was nice and sweet for a few weeks with that first box. But then I tried it again this week and the aftertaste was so strong. The overall texture and layout of each piece is like Fruit Loops but with tons of honey add and less fruit or frosting. One box should be more than enough.","positive","positive","0.623881","0.0225752"
"14","B0002QF1LK","Quaker Honey Graham Oh's 10.5 oz - (6 pack)",26.82,"A1RYU3V8L7I8S2","M. Heisler",0.5,5,2007-07-10 20:00:00,"Things you must understand about OH's","The 5 stars is based on 1)the taste which is amazing and 2) the price which is $1.99.HOWEVER there is much to dislike in OH's. They are NOT healthy, in fact they are the only cereal I've seen made with hydrogenated vegetable oil which is basically margarine. The lard will coat your spoon and roof of your mouth and probably arteries with a white oily film that does not rinse off with water alone. It must be diluted in soap and scrubbed.It is captain crunch shaped in a ring with bits in the middle and somehow sweeter and rougher on your mouth. Oh's virgins WILL have bloody pallates if not careful.","neutral","negative","0","-0.39976"
"15","B0000DF3IZ","Paprika Smoked Sweet",0,"A2IX3WV5L2YY06","Michael Moss ""Michael""",0,5,2010-08-08 20:00:00,"Delicious.","Adds a fantastic flavor to your cooking. It was fresh when it arrived and affordable.","positive","positive","0.762758","0.874082"
"16","B0000DF3IZ","Paprika Smoked Sweet",0,"A2MTM9GQMR7CJ3","Avdotya ""mbp""",0,5,2007-03-21 20:00:00,"Thanks!","It's great to have this spice that I can't find in stores around here - fast delivery and a good price.","positive","positive","0.799273","0.204512"
"17","B000BRWIBQ","Scott's Cakes Maple Fudge Balls in a Decorative Box",13.95,"A3IUDWDKA2G1KO","Angela Beckwith ""Ang""",0,1,2007-01-13 19:00:00,"on order","I just ordered this fudge. It looked so good and seemed to be priced well I thought I would give it a try. I have looked at just about every store where we live and can not find any maple fudge. I am hoping this will taste as good as it looks. I will send another feedback after I have had my first bite. Can't wait.","neutral","positive","0","0.0777876"
"18","B0005ZWCNS","Allen's Naturally, Popeye Leaf Spinach, Can, 12/14 Oz",0,"A30QIRX0TROA6A","Jonathan Green ""defrocked cultural anthropolo...",0,4,2007-07-31 20:00:00,"If it's good enough for Popeye...","I always keeps a can of this fine product on me person. You never knows when some palooka wot ain't on the up and square is gonna need to be put in his place. It always leaves ya strong to the finish.","positive","positive","0.57195","0.281994"
"19","B000PKFZDM","Omaha Steaks Seafood Fillet Assortments",79.99,"A1XTPZJGR8KEYN","Robert Horwitz",0,5,2012-01-15 19:00:00,"Thrilled I chose Omaha Steaks","Fantastic. I sent it to my mother and her husband for Christmas. They just loved it. If your ever stuck for a gift Omaha Steaks is a great place to look for one.","positive","positive","0.400118","0.702043"
"20","B0000TU6PA","Danish Lurpak Butter - Slightly Salted (8 ounce)",10.99,"A2D7PWKNB7A85O","Petur O. Jonsson",1,5,2007-02-09 19:00:00,"You will not find a better tasting butter","The Lurpak Danish butter holds its own in comparison with the most expensive French butter. I actually prefer Lurpak over expensive brands like Beurre d'Echire, Celes-sur-Belle, or Isigny-Ste-Mere.Lurpak is a true lactic, or cultured, butter, and it is full of flavor. Therefore a warning is in order: once you start using this stuff there is no going back. Land O'Lakes simply will not do anymore and you will be stuck searching for this stuff wherever you go from then on.","neutral","negative","0","-0.0286382"
"21","B0000TU6PA","Danish Lurpak Butter - Slightly Salted (8 ounce)",10.99,"AFWPLXT2OD6H1","bandazar",1,4,2010-10-25 20:00:00,"I like kellygold butter better","I guess with any cheese or dairy product, different people are going to have different tastes. This butter is slightly closer to tasting like cheese (although it does not taste like cheese) than kellygold butter, imo. Maybe that's why I like kellygold better. Because I don't like the taste of cheese.I'm sort of glad I got this butter to at least compare with kellygold though. I think it is more easily spreadable, and maybe a tad bit ""softer"" butter than kellygold.Maybe I'll just try ordinary organic american made butter next time.. it's a whole lot cheaper, and see how it compares with premium butters.","","positive","0","0.344658"
"22","B0000TU6PA","Danish Lurpak Butter - Slightly Salted (8 ounce)",10.99,"A2BH04B9G9LOYA","Alex P.",1,5,2007-12-13 19:00:00,"Fantastic","Lurpak is far better than any other butter out there. Be glad you can buy it in the USA! Creamy, tasty and just plain good.","positive","positive","0.66124","0.652095"
"24","B0000DF3J2","Paprika Smoked Sweet",0,"A2IX3WV5L2YY06","Michael Moss ""Michael""",0,5,2010-08-08 20:00:00,"Delicious.","Adds a fantastic flavor to your cooking. It was fresh when it arrived and affordable.","positive","positive","0.762758","0.874082"
"25","B0000DF3J2","Paprika Smoked Sweet",0,"A2MTM9GQMR7CJ3","Avdotya ""mbp""",0,5,2007-03-21 20:00:00,"Thanks!","It's great to have this spice that I can't find in stores around here - fast delivery and a good price.","positive","positive","0.799273","0.204512"
"26","B0000TU6P0","Danish Lurpak Butter - Unsalted (8 ounce)",6.99,"A2D7PWKNB7A85O","Petur O. Jonsson",1,5,2007-02-09 19:00:00,"Real cultured butter of high quality","I usually buy the salted version of this butter since I mostly use it for spreading and for that I like the flavor of the salted version better. That being said, there are a number of recipies that call for unsalted butter and then the unsalted Lurpak is as good as you will find.Note that Lurpak is cultured butter (not sweet cream butter like most American brands) and as such it has a deep and rich flavor that no simple sweet cream butter can match. Cultured butter of this kind is produced by fermenting the cream with lactic bacteria that convert sugars to lactic acid before churning the cream into butter.In my opinion, the Lurpak Danish butter holds its own in comparison with far more expensive butters. I actually prefer Lurpak over brands like Echire, etc.","positive","positive","0.85874","0.443311"
"28","B0000TU6P0","Danish Lurpak Butter - Unsalted (8 ounce)",6.99,"A2T8PG6HNH93WH","Hyok Kim",0,4,2012-10-24 20:00:00,"My former #1 butter...........","....to be replaced by Plugra.I became a 'butterholic' after tasting free sample of Lurpak at room temp spread on crakers at Wild Oats years ago.I had thought that butter was butter, and this premium stuff was just marketing gimmick, NOT!Ever since lurpak became my regular butter, I started 'testing' other premium butters, so far none ever surpassed lurpak till I tried Plugra at Whole Foods.Lurpak has this smooth, but tangy taste I crave for. It's an excellent butter to use on fancy Eurostyle bread with organic milk on mornings. But it's not a 'cooking' butter, yes one can use lurpak for cooking, but it's really a waste of flavor and such premium price to boot.Eventually I found another premium butter that replaced lurpak, Plugra, made in USA, and cheaper than lurpak, and even more complex and nuanced flavor than lurpak.Even Cook's illustrated declared Plugra a superior butter than lurpak, its former favorite just like it used to be mine.","neutral","positive","0","0.778842"
"29","B0000TU6P0","Danish Lurpak Butter - Unsalted (8 ounce)",6.99,"A28ZVFTAESSFE5","michael fowler",0.4,5,2006-03-08 19:00:00,"support denmark during middle eastern boycott","Since the absurd boycott of Danish products in the Middle East over cartoons, it is good for the west and freedom to support Denmark. Their Lurpak butter and Arla cheeses are delicious and available on-line and at many grocery stores in the US. Buy, you'll like!","","positive","0","0.680592"
"30","B0000DF3J0","Paprika Smoked Sweet",0,"A2IX3WV5L2YY06","Michael Moss ""Michael""",0,5,2010-08-08 20:00:00,"Delicious.","Adds a fantastic flavor to your cooking. It was fresh when it arrived and affordable.","positive","positive","0.762758","0.874082"
"31","B0000DF3J0","Paprika Smoked Sweet",0,"A2MTM9GQMR7CJ3","Avdotya ""mbp""",0,5,2007-03-21 20:00:00,"Thanks!","It's great to have this spice that I can't find in stores around here - fast delivery and a good price.","positive","positive","0.799273","0.204512"
"32","B000HZIKZA","Sadaf Jumbo Cashews, Roasted and Salted, 10-Ounce Packages (Pack of 3)",0,"AAPPWNP9FWVWS","Kathlyn Storey ""Kathlyn A Storey""",0,4,2007-05-31 20:00:00,"Cashews are fresh","While the cashews are fresh, they are on the lightly salted side. That makes them healthy for you, but my husband prefers more salt. However, Amazon recently ran these for around $4 a pound, including super saver shipping, which made them pretty irrestible.","positive","positive","0.513704","0.433977"
"33","B0002QF1NI","Quaker Essentials Ready-To-Eat Oat Bran Cereal (Pack of 4)",0,"A26WTG3XQBCR0U","Maxie Stuart ""Maxi""",1,5,2007-06-25 20:00:00,"I am so glad I found this!","At one time this cereal was available in my local stores. However it was discontinued. I searched the internet and finally found ""Quaker Oat Bran"" here. The cereal is great it is crunchy and holds the crunchiness even after you add the milk. I love the flavor and it helps to control my cholesterol too.","positive","positive","0.811638","0.809747"
"35","B0002QF1NI","Quaker Essentials Ready-To-Eat Oat Bran Cereal (Pack of 4)",0,"AKGSRDR0G30NN","A. Bartle ""sunflower""",1,5,2007-01-21 19:00:00,"Best Cereal for the Entire Family","I started eating Quaker Oat Bran 2 years ago because I wanted a cereal that is high in fiber and protein, yet low in sugar. It is so good as a cereal with milk, and it stays crunchy. It also makes a fantastic trail mix with almonds and dried cranberries or other dried fruit. It reminds me a little of Chex cereal or Life cereal, but it is much healthier and substantial. I have not found any cereal I like better. Now my kids love it, too. I can't keep enough of it in the house. And I prefer this cereal to Quaker Oats Squares, which are made of larger squares.","positive","positive","0.81207","0.229117"
"36","B0002QF1NI","Quaker Essentials Ready-To-Eat Oat Bran Cereal (Pack of 4)",0,"A3IY9RSTVJQU5Z","Northe K. Osbrink",1,5,2010-01-31 19:00:00,"Wish I could get it locally","The one supermarket chain in our area that carries Quaker Essentials Oat Bran cereal closed our local store. We can get it by driving around 60 miles round trip, but that is inconvenient and wasteful of gas.I could substitute another cereal for myself, but my peach-faced lovebird loves it, and so far will accept no substitute. She eats some, and dunks some in her water bowl, then piles it on a perch. The result is a ""cereal sculpture."" Why she does this, I don't know.I ordered it through an Amazon vendor and received excellent service, but I wish the shipping wasn't so darn expensive.","negative","negative","-0.439712","-0.0212784"
"37","B000IG7NCY","Scott's Cakes Gourmet Caramel Popcorn in a Decorative Bag",11.95,"AW7FYP6TBY4AY","Dr. K",0,2,2012-10-16 20:00:00,"Could Easily break a tooth","So disappointed with this product. Bought it online because I thought it would taste high end homemade. It is going out to the troops in Afghanistan and I wanted them to have a taste of home for the holidays . Unfortunately, I found I could've saved money and just bought Crunch N' Munch. This product has a bunch of un-popped kernels per bag; not randomly (which would also be bad) but at least 3 to 4 kernels per bag. I thought they would put their product through more rigorous standards of quality, but i see that is not a concern with this vendor.","negative","negative","-0.741707","-0.443576"
"38","B000CDI0PC","Lacas Colombian Supremo Coffee 5lb Whole Bean Bag",67.32,"A3EGDYOLI2AQ32","Ed G ""Eddie""",0,4,2010-12-22 19:00:00,"Worth Buying","Last time, my first experience with Lacas, I bought their Kenya. This time I tried their Columbian.This is a quality product for a fair price. Buying a five pound bag is a convenience, too. I only buy two of these in a year, and I never run out. Why make 50 trips a year to the grocery store to buy the teensy bag? The product arrives promptly and keeps very well. Hard to go wrong.","positive","positive","0.800105","0.0418493"
"39","B0000DK2WM","Italian Fresh Asiago - 8 LB Wedge",0,"A2ZOGTU89HT0XK","Michael J. Cresci ""Mikeylikesit""",0,5,2004-08-27 20:00:00,"Fresh Asiago Is great!","If you are looking for a flavorful substitute for mozzarella this is it. It has a bit of a bite, melts great and adds bunches of flavor in any application. I have sliced it and melted it on grilled chicken sandwiches, have shredded it and blended it with mozzarella and provolone for pizza, and used it in omelets - all with great results. This is a great tasting cheese - not very well known - which once you try you will be a fan of forever!","positive","positive","0.883815","0.715375"
"40","B000DZLEZW","Orange Blossom Flavored Hard Candy 50 g by Les Anis de Flavigny",4.75,"A2SMH9LTGHPFA0","ksh227",0,3,2013-01-27 19:00:00,"Great brand of mints","I love this brand but the orange isn't my favorite flavor. I thought I'd give it a try but I wasn't in love.","positive","negative","0.693202","-0.350905"
"41","B0000TU6RI","Follain Irish Jam - Gooseberry (13 ounce)",6.99,"A3MTU574F5J9J9","Esther C. McCarthy",0,5,2013-01-16 19:00:00,"Great Jam!!","This is truly wonderful gooseberry jam. It is packed with chunks of gooseberries. I highly recommend this product!! It truly met my expectations.","positive","positive","0.619558","0.855518"
"42","B0000DK2XR","BelGioioso Gorgonzola - 3 LB Wedge",0,"A2OGL64BKT0PCU","Patrice ""Moonstone""",0,5,2010-01-09 19:00:00,"A mild and lovely version of this cheese","I hope Amazon reinstates this (though it is available at Costco, shopping from the computer chair is sooo convenient!); this is my very favorite gorgonzola. Milder than some, it keeps extremely well, and I even substitute it in dishes calling for Stilton... the best!","positive","positive","0.721048","0.883531"
"43","B000KNHK5K","Zsweet Granular Zero Calorie Sweetner 8.8 oz",0,"A3LL8PH49PZUG7","Fuji",1,4,2007-04-14 20:00:00,"Zsweet","This sweetener does not seem very sweet to me, but my husband will use it and he won't touch the blue, pink or yellow artificial sweeteners. I've used it in coffee and tea and baking and had pretty good results. I've mixed it with stevia as well. I don't detect any bitterness or soapiness, but it has a somewhat minty effect that is hard to describe. The mintiness is not really a flavor so much as a minty coolness. I find the yellow sweetener's flavor to be much more sugary than zsweet, but I wanted a sweetener that does not use maltodextrin as a filler.","neutral","positive","0","0.116187"
"44","B000KNHK5K","Zsweet Granular Zero Calorie Sweetner 8.8 oz",0,"A2UWRKZGKOQQOU","K. O'Donnell",1,4,2009-01-14 19:00:00,"Better than Stevia","As a natural sweetener, this is far superior to Stevia. There's no bitter aftertaste, and when I use it in coffee and tea, it tastes like sugar. HOWEVER, I've baked with it and unlike its claims, it does cause ""gastrointestinal distress"" for me. Stick to using it in your drinks.Note: ZSweet also sells individual packets that are supposed to have a more intense sweetness. Don't get them. They don't taste like sugar.","positive","positive","0.54571","0.123506"
"45","B000KNHK5K","Zsweet Granular Zero Calorie Sweetner 8.8 oz",0,"A3AKB3PZ4ZEA6V","Tammy L. Mitchell ""Gus' mom""",0,1,2010-02-25 19:00:00,"I will stick with the pink or blue packets...","Found this on sale and excitedly tried it this morning in my coffee and a fresh fruit and yogurt smoothie. I wasn't pleased with results in the smoothie because it didn't seem to dissolve properly, probably because of the cold. This resulted in my smoothie having a ""sandy grit"" texture but the taste was okay. It did dissolve properly in the hot coffee and tasted just fine.Maybe an hour or so later my tummy started gurgling and shortly after was my first of MANY mad dashes to the bathroom today. This started with the smoothie at about 8 AM and has continued throughout the day (it is now 4:15 PM). The info about the product states that it does not cause gastrointestinal distress but other reviews support my experience that it certainly does too AND it continues for long after the product has surely been flushed (pun intended) from your body.","neutral","positive","0","0.0125471"
"47","B000CDI0QG","Red Bull Energy Drink Sugar Free 12 Cans 8.3oz",39.28,"A2KDW15RVNIPWZ","A. Tomaschke",1,1,2009-02-08 19:00:00,"Expensive","38.39 is a ridiculous price for 12 red bull. especially considering they cost 2.09 in a store.","negative","negative","-0.639038","-0.406863"
"48","B000CDI0QG","Red Bull Energy Drink Sugar Free 12 Cans 8.3oz",39.28,"A2PI08OGXX6BGL","DB in CV ""Chem Dude""",0,1,2010-10-05 20:00:00,"Highway Robbery","It always amazes me how some outside vendors try to gouge consumers with their highly over-priced items on here. You can bet I'll never buy anything from this vendor, even if it is a great deal.This is a ridiculously high price for Red Bull. On sale in the stores one can find it for $1.50/can. Why would someone pay more than that online? Caveat emptor --- let the buyer beware!","negative","negative","-0.688641","-0.341994"
"49","B000HKLNDG","Boston Tea 60-Count Hand Decorated Exotic Wooden Tea Chest, 60 Tea Bag Set",0,"A3LOQL51IJB04","Cherie Anne ""Cherie Anne""",1,1,2009-02-05 19:00:00,"Paper on ""hand decorated"" box looks cheap","I bought this for my daughter for Christmas. It may be ""exotic"" wood but the paper stuck to the wood is coming off the front left corner and greatly diminishes its beauty. The tea is nice but it's not worth the money, in my opinion. I knew the box wouldn't be hand painted but I thought the craftsman would've done a better job of gluing down the paper.","negative","negative","-0.478159","-0.237674"
"50","B000HKLNDG","Boston Tea 60-Count Hand Decorated Exotic Wooden Tea Chest, 60 Tea Bag Set",0,"A3A4BYBK7KFDMS","Worthitall",0,2,2010-01-03 19:00:00,"I'm glad I didn't pay for it.","I received this as a Christmas gift from a friend who knows I like hot tea. ALL of the tea was some variation on flavors of green tea. I avoid drinking caffein, which green tea contains, so I gave away all of the tea and kept the chest to fill with my own selections. The chest is kind of cheap (paper glued over something, as described by another reviewer). It's pretty, but I don't expect it to hold up.","neutral","negative","0","-0.119801"
"51","B000HKLNDG","Boston Tea 60-Count Hand Decorated Exotic Wooden Tea Chest, 60 Tea Bag Set",0,"AOJJ1FL0XEMHP","Hollyhawk",0,5,2009-12-20 19:00:00,"Boxed teas make a great gift","I love this presentation - we have given several as gifts this Holiday season and they have been well received.","positive","positive","0.775578","0.708304"
"52","B000HKLNDG","Boston Tea 60-Count Hand Decorated Exotic Wooden Tea Chest, 60 Tea Bag Set",0,"A20MBUOT9S7AEP","mfx3",0,5,2009-02-02 19:00:00,"Gave it as a gift","I gave this as a gift and was told by the recipient (who loves it) that it was an amazingly beautiful and well-crafted tea chest. I assume the tea is high-quality as well, but if not you can always replace it with your own selection. Five stars.","positive","positive","0.4669","0.95117"
"53","B000HKLNDG","Boston Tea 60-Count Hand Decorated Exotic Wooden Tea Chest, 60 Tea Bag Set",0,"ASLQC8UGHLNT5","Tea Sipper",0.444444444444444,3,2007-09-05 20:00:00,"Pleasing tea chest","The contents are a nice variety that is displayed attractively. The outside of this small chest is painted an attractive olive with a gold scrolling pattern, and has a brass tone clasp. A fine gift choice for the discriminating.","positive","positive","0.676571","0.717629"
"54","B0004M0GJ4","Kashi Golean Cereal, 14.1 oz",0,"A3BH49ZKESHDID","Fred Camfield",1,5,2006-01-05 19:00:00,"Good diet cereal","This is a good high fiber breakfast cereal with a high protein content. It does contain some sodium, but has a good potassium/sodium ratio. It has some sugar content (evaporated cane juice) and a good flavor. It generally is found in health food sections of larger supermarkets or in health food stores, and is now available on the Internet. My main complaint is that retailers do not generally carry the hot cereal equivalent (which I managed to get my friend Lisa to carry in her health food store).","positive","positive","0.516104","0.6218"
"55","B0004M0GJ4","Kashi Golean Cereal, 14.1 oz",0,"A3LFXOMCUMYA5C","No Name",0,5,2012-06-16 20:00:00,"The best cereal in terms of nutrition","If you are looking for proper nutrition cereal. This one is the best, period. Low sugar and calorie. High fiber and protein. What more can one ask for. Add low fat milk and some frozen fruit and you have a perfect breakfast. I wish I could buy it in bulk.","positive","positive","0.772973","0.150242"
"56","B0004M0GJ4","Kashi Golean Cereal, 14.1 oz",0,"A33HIV8RXRDM88","Kanishk Rastogi ""Freelenser""",0,4,2009-11-18 19:00:00,"Filling, good taste and nutritious","This has recently become my staple breakfast cereal. After trying many high on taste low on nutrition cereals, I decided to find one that fits my needs. I am a regular at the gym so I have to watch what I eat. This one is not only high in protein and fiber, but also tastes much better that the other similar cereals with high fiber.It can easily become addictive as it has the right balance between taste and nutrition.The price is affordable too and the product can be easily found in grocery stores.","positive","positive","0.691814","0.292444"
"57","B0004M0GJ4","Kashi Golean Cereal, 14.1 oz",0,"A38CMABAVCPRVB","Martin Nissenbaum ""marfern1""",0,5,2007-07-25 20:00:00,"Terrific cereal","You won't believe how good this ""health food"" cereal tastes! Not only is it loaded with protein and low in sugar, it has a fabulous crunch that doesn't get soggy. And it's sweet but not too much so. I just bought another six boxes today, because my kids keep eating it up. Highly recommended!","","positive","0","0.137857"
"58","B0004M0GJ4","Kashi Golean Cereal, 14.1 oz",0,"A2KSPWH1NJ88BY","H. B. Boortz ""bailesthedog""",0,5,2007-03-24 20:00:00,"Fabulous","This is the best cereal! It's my favorite by far. It has a good flavor and an excellent crunch. It's high in whole grains (9 different grains!) and protein. It's good in milk or in yogurt. It's also good as an ice cream topping. My kids just call it ""crunchies."" As in, ""Mommy put crunchies in my yogurt."" Try grinding it in the blender and mixing the crumbs with natural peanut butter and honey. Make into balls and serve--great for a snack for adults or kids.","positive","positive","0.42274","0.666006"
"59","B0000DF3M8","Barbecue Sauce Smokin' Joes Mild Flavor 18-oz Twin Pack Jar. Sweet BBQ Sauce Mild Flavor Is a Family Favorite. We Use No Brown Sugar so This Sauce Won't Burn on the Grill. Low Sodium, No Preservatives, 0 Fats, 0 Cholesterol, & Kosher Certified. Use As a Marinade for Meat, Fish and Chicken",0,"A2TCQ66IFK6639","A. Donovan",1,5,2008-03-17 20:00:00,"good stuff!","Because of food allergies....it's been awhile since I've had chicken wings, I received my bbq sauce and immediately made wings with it...YUMMY!! I also did ribs with it, and they turned out perfect. I recommend this bbq sauce, and to anyone with celiac disease...this bbq sauce is the real deal!","positive","positive","0.652257","0.716889"
"60","B0000DF3M8","Barbecue Sauce Smokin' Joes Mild Flavor 18-oz Twin Pack Jar. Sweet BBQ Sauce Mild Flavor Is a Family Favorite. We Use No Brown Sugar so This Sauce Won't Burn on the Grill. Low Sodium, No Preservatives, 0 Fats, 0 Cholesterol, & Kosher Certified. Use As a Marinade for Meat, Fish and Chicken",0,"A2U5ONF028TSHZ","K. Gustin",1,5,2011-06-28 20:00:00,"Great smokey flavor","Good smokey flavor I was very impressed at how quickly this arrived. The cost to ship was twice the price of the product, not happy about that!","positive","positive","0.720188","0.225789"
"61","B0000DF3M8","Barbecue Sauce Smokin' Joes Mild Flavor 18-oz Twin Pack Jar. Sweet BBQ Sauce Mild Flavor Is a Family Favorite. We Use No Brown Sugar so This Sauce Won't Burn on the Grill. Low Sodium, No Preservatives, 0 Fats, 0 Cholesterol, & Kosher Certified. Use As a Marinade for Meat, Fish and Chicken",0,"A3LMY7GQST3FIZ","Robin G. Rogers ""Robin R""",1,5,2010-02-10 19:00:00,"Finally ribs with no sugar","This BBQ sauce is the bomb! No sugar - wonderful flavor! Made BBQ ribs and they were so enjoyable. Shared them with a friend - they couldn't tell they had no sugar - loved them also. Package comes with recipes - mailed promptly!","negative","positive","-0.449561","0.560388"
"62","B000IG7NE2","Scott's Cakes Gourmet Caramel Popcorn in a Decorative Bag",6.95,"AW7FYP6TBY4AY","Dr. K",0,2,2012-10-16 20:00:00,"Could Easily break a tooth","So disappointed with this product. Bought it online because I thought it would taste high end homemade. It is going out to the troops in Afghanistan and I wanted them to have a taste of home for the holidays . Unfortunately, I found I could've saved money and just bought Crunch N' Munch. This product has a bunch of un-popped kernels per bag; not randomly (which would also be bad) but at least 3 to 4 kernels per bag. I thought they would put their product through more rigorous standards of quality, but i see that is not a concern with this vendor.","negative","negative","-0.741707","-0.443576"
